,tract,serial_number,repeat_index,age,sex,individual_income
44163,11000,2011000094463,0,35-64,M,<=0
44164,11100,2011000094463,0,35-64,M,40000-80000
44165,301,2011000096949,0,35-64,F,0-20000
44166,302,2011000096949,0,35-64,F,40000-80000
44167,402,2011000096949,0,35-64,F,<=0
44168,500,2011000096949,0,35-64,F,<=0
44169,700,2011000096949,0,35-64,F,0-20000
44170,800,2011000096949,0,35-64,F,20000-40000
44171,901,2011000096949,0,35-64,F,40000-80000
44172,902,2011000096949,0,35-64,F,<=0
44173,1000,2011000096949,0,35-64,F,40000-80000
44174,1100,2011000096949,0,35-64,F,0-20000
44175,1201,2011000096949,0,35-64,F,<=0
44176,1203,2011000096949,0,35-64,F,0-20000
44177,1204,2011000096949,0,35-64,F,0-20000
44178,1205,2011000096949,0,35-64,F,<=0
44179,1301,2011000096949,0,35-64,F,20000-40000
44180,1302,2011000096949,0,35-64,F,0-20000
44181,1400,2011000096949,0,35-64,F,40000-80000
44182,5300,2011000096949,0,35-64,F,0-20000
44183,5401,2011000096949,0,35-64,F,40000-80000
44184,5402,2011000096949,0,35-64,F,<=0
44185,5500,2011000096949,0,35-64,F,0-20000
44186,5600,2011000096949,0,35-64,F,<=0
44187,5701,2011000096949,0,35-64,F,0-20000
44188,5702,2011000096949,0,35-64,F,20000-40000
44189,5800,2011000096949,0,35-64,F,40000-80000
44190,5900,2011000096949,0,35-64,F,<=0
44191,10100,2011000096949,0,35-64,F,40000-80000
44192,10204,2011000096949,0,35-64,F,20000-40000
44193,10300,2011000096949,0,35-64,F,20000-40000
44194,10400,2011000096949,0,35-64,F,40000-80000
44195,10500,2011000096949,0,35-64,F,80000-100000
44196,10601,2011000096949,0,35-64,F,<=0
44197,10603,2011000096949,0,35-64,F,0-20000
44198,10604,2011000096949,0,35-64,F,80000-100000
44199,10700,2011000096949,0,35-64,F,20000-40000
44200,10800,2011000096949,0,35-64,F,0-20000
44201,10900,2011000096949,0,35-64,F,<=0
44202,11000,2011000096949,0,35-64,F,20000-40000
44203,11100,2011000096949,0,35-64,F,20000-40000
44204,301,2011000096949,0,35-64,M,40000-80000
44205,302,2011000096949,0,35-64,M,20000-40000
44206,402,2011000096949,0,35-64,M,<=0
44207,500,2011000096949,0,35-64,M,40000-80000
44208,700,2011000096949,0,35-64,M,40000-80000
44209,800,2011000096949,0,35-64,M,<=0
44210,901,2011000096949,0,35-64,M,<=0
44211,902,2011000096949,0,35-64,M,0-20000
44212,1000,2011000096949,0,35-64,M,20000-40000
44213,1100,2011000096949,0,35-64,M,<=0
44214,1201,2011000096949,0,35-64,M,<=0
44215,1203,2011000096949,0,35-64,M,<=0
44216,1204,2011000096949,0,35-64,M,20000-40000
44217,1205,2011000096949,0,35-64,M,20000-40000
44218,1301,2011000096949,0,35-64,M,40000-80000
44219,1302,2011000096949,0,35-64,M,20000-40000
44220,1400,2011000096949,0,35-64,M,100000+
44221,5300,2011000096949,0,35-64,M,0-20000
44222,5401,2011000096949,0,35-64,M,0-20000
44223,5402,2011000096949,0,35-64,M,0-20000
44224,5500,2011000096949,0,35-64,M,0-20000
44225,5600,2011000096949,0,35-64,M,<=0
44226,5701,2011000096949,0,35-64,M,20000-40000
44227,5702,2011000096949,0,35-64,M,20000-40000
44228,5800,2011000096949,0,35-64,M,0-20000
44229,5900,2011000096949,0,35-64,M,0-20000
44230,10100,2011000096949,0,35-64,M,100000+
44231,10204,2011000096949,0,35-64,M,40000-80000
44232,10300,2011000096949,0,35-64,M,40000-80000
44233,10400,2011000096949,0,35-64,M,<=0
44234,10500,2011000096949,0,35-64,M,80000-100000
44235,10601,2011000096949,0,35-64,M,100000+
44236,10603,2011000096949,0,35-64,M,0-20000
44237,10604,2011000096949,0,35-64,M,40000-80000
44238,10700,2011000096949,0,35-64,M,0-20000
44239,10800,2011000096949,0,35-64,M,<=0
44240,10900,2011000096949,0,35-64,M,<=0
44241,11000,2011000096949,0,35-64,M,<=0
44242,11100,2011000096949,0,35-64,M,<=0
44243,301,2011000100835,0,18-34,M,40000-80000
44244,500,2011000100835,0,18-34,M,40000-80000
44245,800,2011000100835,0,18-34,M,20000-40000
44246,902,2011000100835,0,18-34,M,0-20000
44247,1000,2011000100835,0,18-34,M,0-20000
44248,1201,2011000100835,0,18-34,M,0-20000
44249,1203,2011000100835,0,18-34,M,0-20000
44250,1205,2011000100835,0,18-34,M,0-20000
44251,1301,2011000100835,0,18-34,M,0-20000
44252,1302,2011000100835,0,18-34,M,20000-40000
44253,5300,2011000100835,0,18-34,M,0-20000
44254,5401,2011000100835,0,18-34,M,<=0
44255,5500,2011000100835,0,18-34,M,0-20000
44256,5600,2011000100835,0,18-34,M,20000-40000
44257,5701,2011000100835,0,18-34,M,0-20000
44258,10100,2011000100835,0,18-34,M,<=0
44259,10204,2011000100835,0,18-34,M,40000-80000
44260,10400,2011000100835,0,18-34,M,0-20000
44261,10601,2011000100835,0,18-34,M,0-20000
44262,10603,2011000100835,0,18-34,M,0-20000
44263,10700,2011000100835,0,18-34,M,<=0
44264,10900,2011000100835,0,18-34,M,<=0
44265,11000,2011000100835,0,18-34,M,<=0
44266,10900,2011000101635,0,65+,F,<=0
44267,10900,2011000102156,0,35-64,M,20000-40000
44268,10900,2011000102156,0,35-64,F,40000-80000
44269,200,2011000104567,0,35-64,M,40000-80000
44270,301,2011000104567,0,35-64,M,<=0
44271,302,2011000104567,0,35-64,M,<=0
44272,401,2011000104567,0,35-64,M,80000-100000
44273,402,2011000104567,0,35-64,M,0-20000
44274,500,2011000104567,0,35-64,M,40000-80000
44275,500,2011000104567,1,35-64,M,40000-80000
44276,700,2011000104567,0,35-64,M,40000-80000
44277,800,2011000104567,0,35-64,M,40000-80000
44278,800,2011000104567,1,35-64,M,100000+
44279,901,2011000104567,0,35-64,M,40000-80000
44280,902,2011000104567,0,35-64,M,40000-80000
44281,902,2011000104567,1,35-64,M,20000-40000
44282,1000,2011000104567,0,35-64,M,20000-40000
44283,1000,2011000104567,1,35-64,M,20000-40000
44284,1100,2011000104567,0,35-64,M,80000-100000
44285,1201,2011000104567,0,35-64,M,40000-80000
44286,1201,2011000104567,1,35-64,M,40000-80000
44287,1203,2011000104567,0,35-64,M,0-20000
44288,1203,2011000104567,1,35-64,M,40000-80000
44289,1204,2011000104567,0,35-64,M,80000-100000
44290,1205,2011000104567,0,35-64,M,20000-40000
44291,1205,2011000104567,1,35-64,M,20000-40000
44292,1206,2011000104567,0,35-64,M,40000-80000
44293,1301,2011000104567,0,35-64,M,20000-40000
44294,1301,2011000104567,1,35-64,M,40000-80000
44295,1302,2011000104567,0,35-64,M,40000-80000
44296,1400,2011000104567,0,35-64,M,20000-40000
44297,5300,2011000104567,0,35-64,M,40000-80000
44298,5300,2011000104567,1,35-64,M,<=0
44299,5401,2011000104567,0,35-64,M,40000-80000
44300,5401,2011000104567,1,35-64,M,40000-80000
44301,5402,2011000104567,0,35-64,M,0-20000
44302,5500,2011000104567,0,35-64,M,40000-80000
44303,5500,2011000104567,1,35-64,M,40000-80000
44304,5600,2011000104567,0,35-64,M,20000-40000
44305,5600,2011000104567,1,35-64,M,20000-40000
44306,5701,2011000104567,0,35-64,M,<=0
44307,5701,2011000104567,1,35-64,M,40000-80000
44308,5702,2011000104567,0,35-64,M,20000-40000
44309,5800,2011000104567,0,35-64,M,20000-40000
44310,5900,2011000104567,0,35-64,M,20000-40000
44311,6000,2011000104567,0,35-64,M,<=0
44312,10100,2011000104567,0,35-64,M,20000-40000
44313,10100,2011000104567,1,35-64,M,20000-40000
44314,10204,2011000104567,0,35-64,M,100000+
44315,10300,2011000104567,0,35-64,M,20000-40000
44316,10400,2011000104567,0,35-64,M,40000-80000
44317,10400,2011000104567,1,35-64,M,100000+
44318,10500,2011000104567,0,35-64,M,0-20000
44319,10601,2011000104567,0,35-64,M,100000+
44320,10603,2011000104567,0,35-64,M,40000-80000
44321,10603,2011000104567,1,35-64,M,<=0
44322,10604,2011000104567,0,35-64,M,<=0
44323,10700,2011000104567,0,35-64,M,80000-100000
44324,10700,2011000104567,1,35-64,M,40000-80000
44325,10800,2011000104567,0,35-64,M,0-20000
44326,10900,2011000104567,0,35-64,M,0-20000
44327,10900,2011000104567,1,35-64,M,40000-80000
44328,10900,2011000104567,2,35-64,M,40000-80000
44329,11000,2011000104567,0,35-64,M,0-20000
44330,11000,2011000104567,1,35-64,M,<=0
44331,11100,2011000104567,0,35-64,M,100000+
44332,200,2011000105098,0,18-34,M,0-20000
44333,301,2011000105098,0,18-34,M,0-20000
44334,302,2011000105098,0,18-34,M,0-20000
44335,401,2011000105098,0,18-34,M,0-20000
44336,402,2011000105098,0,18-34,M,0-20000
44337,500,2011000105098,0,18-34,M,0-20000
44338,700,2011000105098,0,18-34,M,0-20000
44339,800,2011000105098,0,18-34,M,80000-100000
44340,901,2011000105098,0,18-34,M,0-20000
44341,902,2011000105098,0,18-34,M,0-20000
44342,1000,2011000105098,0,18-34,M,0-20000
44343,1100,2011000105098,0,18-34,M,0-20000
44344,1201,2011000105098,0,18-34,M,0-20000
44345,1203,2011000105098,0,18-34,M,40000-80000
44346,1204,2011000105098,0,18-34,M,<=0
44347,1205,2011000105098,0,18-34,M,0-20000
44348,1206,2011000105098,0,18-34,M,0-20000
44349,1301,2011000105098,0,18-34,M,20000-40000
44350,1302,2011000105098,0,18-34,M,0-20000
44351,1400,2011000105098,0,18-34,M,<=0
44352,5300,2011000105098,0,18-34,M,<=0
44353,5401,2011000105098,0,18-34,M,40000-80000
44354,5402,2011000105098,0,18-34,M,0-20000
44355,5500,2011000105098,0,18-34,M,0-20000
44356,5600,2011000105098,0,18-34,M,<=0
44357,5701,2011000105098,0,18-34,M,0-20000
44358,5702,2011000105098,0,18-34,M,40000-80000
44359,5800,2011000105098,0,18-34,M,0-20000
44360,5900,2011000105098,0,18-34,M,0-20000
44361,6000,2011000105098,0,18-34,M,0-20000
44362,10100,2011000105098,0,18-34,M,0-20000
44363,10204,2011000105098,0,18-34,M,0-20000
44364,10300,2011000105098,0,18-34,M,<=0
44365,10400,2011000105098,0,18-34,M,0-20000
44366,10500,2011000105098,0,18-34,M,0-20000
44367,10601,2011000105098,0,18-34,M,<=0
44368,10603,2011000105098,0,18-34,M,0-20000
44369,10604,2011000105098,0,18-34,M,0-20000
44370,10700,2011000105098,0,18-34,M,<=0
44371,10800,2011000105098,0,18-34,M,0-20000
44372,10900,2011000105098,0,18-34,M,40000-80000
44373,10900,2011000105098,1,18-34,M,0-20000
44374,11000,2011000105098,0,18-34,M,0-20000
44375,11100,2011000105098,0,18-34,M,40000-80000
44376,200,2011000105098,0,18-34,F,0-20000
44377,301,2011000105098,0,18-34,F,<=0
44378,302,2011000105098,0,18-34,F,0-20000
44379,401,2011000105098,0,18-34,F,<=0
44380,402,2011000105098,0,18-34,F,0-20000
44381,500,2011000105098,0,18-34,F,0-20000
44382,700,2011000105098,0,18-34,F,0-20000
44383,800,2011000105098,0,18-34,F,0-20000
44384,901,2011000105098,0,18-34,F,0-20000
44385,902,2011000105098,0,18-34,F,20000-40000
44386,1000,2011000105098,0,18-34,F,0-20000
44387,1100,2011000105098,0,18-34,F,0-20000
44388,1201,2011000105098,0,18-34,F,0-20000
44389,1203,2011000105098,0,18-34,F,0-20000
44390,1204,2011000105098,0,18-34,F,0-20000
44391,1205,2011000105098,0,18-34,F,0-20000
44392,1206,2011000105098,0,18-34,F,0-20000
44393,1301,2011000105098,0,18-34,F,20000-40000
44394,1302,2011000105098,0,18-34,F,0-20000
44395,1400,2011000105098,0,18-34,F,<=0
44396,5300,2011000105098,0,18-34,F,<=0
44397,5401,2011000105098,0,18-34,F,0-20000
44398,5402,2011000105098,0,18-34,F,0-20000
44399,5500,2011000105098,0,18-34,F,<=0
44400,5600,2011000105098,0,18-34,F,20000-40000
44401,5701,2011000105098,0,18-34,F,0-20000
44402,5702,2011000105098,0,18-34,F,0-20000
44403,5800,2011000105098,0,18-34,F,0-20000
44404,5900,2011000105098,0,18-34,F,0-20000
44405,6000,2011000105098,0,18-34,F,0-20000
44406,10100,2011000105098,0,18-34,F,20000-40000
44407,10204,2011000105098,0,18-34,F,0-20000
44408,10300,2011000105098,0,18-34,F,0-20000
44409,10400,2011000105098,0,18-34,F,20000-40000
44410,10500,2011000105098,0,18-34,F,20000-40000
44411,10601,2011000105098,0,18-34,F,0-20000
44412,10603,2011000105098,0,18-34,F,0-20000
44413,10604,2011000105098,0,18-34,F,20000-40000
44414,10700,2011000105098,0,18-34,F,<=0
44415,10800,2011000105098,0,18-34,F,0-20000
44416,10900,2011000105098,0,18-34,F,0-20000
44417,10900,2011000105098,1,18-34,F,<=0
44418,11000,2011000105098,0,18-34,F,0-20000
44419,11100,2011000105098,0,18-34,F,<=0
44420,200,2011000105098,0,0-17,M,<=0
44421,301,2011000105098,0,0-17,M,<=0
44422,302,2011000105098,0,0-17,M,<=0
44423,401,2011000105098,0,0-17,M,<=0
44424,402,2011000105098,0,0-17,M,<=0
44425,500,2011000105098,0,0-17,M,<=0
44426,700,2011000105098,0,0-17,M,<=0
44427,800,2011000105098,0,0-17,M,<=0
44428,901,2011000105098,0,0-17,M,<=0
44429,902,2011000105098,0,0-17,M,<=0
44430,1000,2011000105098,0,0-17,M,<=0
44431,1100,2011000105098,0,0-17,M,<=0
44432,1201,2011000105098,0,0-17,M,<=0
44433,1203,2011000105098,0,0-17,M,<=0
44434,1204,2011000105098,0,0-17,M,<=0
44435,1205,2011000105098,0,0-17,M,<=0
44436,1206,2011000105098,0,0-17,M,<=0
44437,1301,2011000105098,0,0-17,M,<=0
44438,1302,2011000105098,0,0-17,M,<=0
44439,1400,2011000105098,0,0-17,M,<=0
44440,5300,2011000105098,0,0-17,M,<=0
44441,5401,2011000105098,0,0-17,M,<=0
44442,5402,2011000105098,0,0-17,M,<=0
44443,5500,2011000105098,0,0-17,M,<=0
44444,5600,2011000105098,0,0-17,M,<=0
44445,5701,2011000105098,0,0-17,M,0-20000
44446,5702,2011000105098,0,0-17,M,<=0
44447,5800,2011000105098,0,0-17,M,<=0
44448,5900,2011000105098,0,0-17,M,<=0
44449,6000,2011000105098,0,0-17,M,<=0
44450,10100,2011000105098,0,0-17,M,<=0
44451,10204,2011000105098,0,0-17,M,<=0
44452,10300,2011000105098,0,0-17,M,<=0
44453,10400,2011000105098,0,0-17,M,<=0
44454,10500,2011000105098,0,0-17,M,<=0
44455,10601,2011000105098,0,0-17,M,<=0
44456,10603,2011000105098,0,0-17,M,<=0
44457,10604,2011000105098,0,0-17,M,<=0
44458,10700,2011000105098,0,0-17,M,<=0
44459,10800,2011000105098,0,0-17,M,<=0
44460,10900,2011000105098,0,0-17,M,<=0
44461,10900,2011000105098,1,0-17,M,<=0
44462,11000,2011000105098,0,0-17,M,<=0
44463,11100,2011000105098,0,0-17,M,<=0
44464,200,2011000105098,0,0-17,M,<=0
44465,301,2011000105098,0,0-17,M,<=0
44466,302,2011000105098,0,0-17,M,<=0
44467,401,2011000105098,0,0-17,M,<=0
44468,402,2011000105098,0,0-17,M,<=0
44469,500,2011000105098,0,0-17,M,<=0
44470,700,2011000105098,0,0-17,M,<=0
44471,800,2011000105098,0,0-17,M,<=0
44472,901,2011000105098,0,0-17,M,<=0
44473,902,2011000105098,0,0-17,M,<=0
44474,1000,2011000105098,0,0-17,M,<=0
44475,1100,2011000105098,0,0-17,M,<=0
44476,1201,2011000105098,0,0-17,M,0-20000
44477,1203,2011000105098,0,0-17,M,<=0
44478,1204,2011000105098,0,0-17,M,<=0
44479,1205,2011000105098,0,0-17,M,<=0
44480,1206,2011000105098,0,0-17,M,<=0
44481,1301,2011000105098,0,0-17,M,<=0
44482,1302,2011000105098,0,0-17,M,<=0
44483,1400,2011000105098,0,0-17,M,<=0
44484,5300,2011000105098,0,0-17,M,<=0
44485,5401,2011000105098,0,0-17,M,<=0
44486,5402,2011000105098,0,0-17,M,<=0
44487,5500,2011000105098,0,0-17,M,<=0
44488,5600,2011000105098,0,0-17,M,<=0
44489,5701,2011000105098,0,0-17,M,<=0
44490,5702,2011000105098,0,0-17,M,<=0
44491,5800,2011000105098,0,0-17,M,<=0
44492,5900,2011000105098,0,0-17,M,<=0
44493,6000,2011000105098,0,0-17,M,<=0
44494,10100,2011000105098,0,0-17,M,<=0
44495,10204,2011000105098,0,0-17,M,<=0
44496,10300,2011000105098,0,0-17,M,<=0
44497,10400,2011000105098,0,0-17,M,<=0
44498,10500,2011000105098,0,0-17,M,<=0
44499,10601,2011000105098,0,0-17,M,<=0
44500,10603,2011000105098,0,0-17,M,<=0
44501,10604,2011000105098,0,0-17,M,<=0
44502,10700,2011000105098,0,0-17,M,<=0
44503,10800,2011000105098,0,0-17,M,<=0
44504,10900,2011000105098,0,0-17,M,<=0
44505,10900,2011000105098,1,0-17,M,<=0
44506,11000,2011000105098,0,0-17,M,<=0
44507,11100,2011000105098,0,0-17,M,<=0
44508,200,2011000105098,0,0-17,M,<=0
44509,301,2011000105098,0,0-17,M,<=0
44510,302,2011000105098,0,0-17,M,<=0
44511,401,2011000105098,0,0-17,M,<=0
44512,402,2011000105098,0,0-17,M,<=0
44513,500,2011000105098,0,0-17,M,<=0
44514,700,2011000105098,0,0-17,M,<=0
44515,800,2011000105098,0,0-17,M,<=0
44516,901,2011000105098,0,0-17,M,0-20000
44517,902,2011000105098,0,0-17,M,<=0
44518,1000,2011000105098,0,0-17,M,<=0
44519,1100,2011000105098,0,0-17,M,<=0
44520,1201,2011000105098,0,0-17,M,<=0
44521,1203,2011000105098,0,0-17,M,<=0
44522,1204,2011000105098,0,0-17,M,<=0
44523,1205,2011000105098,0,0-17,M,<=0
44524,1206,2011000105098,0,0-17,M,0-20000
44525,1301,2011000105098,0,0-17,M,<=0
44526,1302,2011000105098,0,0-17,M,<=0
44527,1400,2011000105098,0,0-17,M,<=0
44528,5300,2011000105098,0,0-17,M,<=0
44529,5401,2011000105098,0,0-17,M,0-20000
44530,5402,2011000105098,0,0-17,M,<=0
44531,5500,2011000105098,0,0-17,M,<=0
44532,5600,2011000105098,0,0-17,M,<=0
44533,5701,2011000105098,0,0-17,M,<=0
44534,5702,2011000105098,0,0-17,M,<=0
44535,5800,2011000105098,0,0-17,M,<=0
44536,5900,2011000105098,0,0-17,M,<=0
44537,6000,2011000105098,0,0-17,M,<=0
44538,10100,2011000105098,0,0-17,M,<=0
44539,10204,2011000105098,0,0-17,M,<=0
44540,10300,2011000105098,0,0-17,M,<=0
44541,10400,2011000105098,0,0-17,M,<=0
44542,10500,2011000105098,0,0-17,M,<=0
44543,10601,2011000105098,0,0-17,M,0-20000
44544,10603,2011000105098,0,0-17,M,<=0
44545,10604,2011000105098,0,0-17,M,<=0
44546,10700,2011000105098,0,0-17,M,<=0
44547,10800,2011000105098,0,0-17,M,<=0
44548,10900,2011000105098,0,0-17,M,<=0
44549,10900,2011000105098,1,0-17,M,<=0
44550,11000,2011000105098,0,0-17,M,<=0
44551,11100,2011000105098,0,0-17,M,<=0
44552,301,2011000106280,0,18-34,M,<=0
44553,302,2011000106280,0,18-34,M,40000-80000
44554,402,2011000106280,0,18-34,M,100000+
44555,500,2011000106280,0,18-34,M,0-20000
44556,700,2011000106280,0,18-34,M,20000-40000
44557,800,2011000106280,0,18-34,M,0-20000
44558,901,2011000106280,0,18-34,M,0-20000
44559,902,2011000106280,0,18-34,M,0-20000
44560,1000,2011000106280,0,18-34,M,0-20000
44561,1100,2011000106280,0,18-34,M,<=0
44562,1201,2011000106280,0,18-34,M,<=0
44563,1203,2011000106280,0,18-34,M,<=0
44564,1204,2011000106280,0,18-34,M,0-20000
44565,1205,2011000106280,0,18-34,M,0-20000
44566,1301,2011000106280,0,18-34,M,<=0
44567,1302,2011000106280,0,18-34,M,20000-40000
44568,1400,2011000106280,0,18-34,M,20000-40000
44569,5300,2011000106280,0,18-34,M,20000-40000
44570,5401,2011000106280,0,18-34,M,0-20000
44571,5402,2011000106280,0,18-34,M,<=0
44572,5500,2011000106280,0,18-34,M,20000-40000
44573,5600,2011000106280,0,18-34,M,20000-40000
44574,5701,2011000106280,0,18-34,M,40000-80000
44575,5702,2011000106280,0,18-34,M,0-20000
44576,5800,2011000106280,0,18-34,M,20000-40000
44577,5900,2011000106280,0,18-34,M,20000-40000
44578,10100,2011000106280,0,18-34,M,20000-40000
44579,10204,2011000106280,0,18-34,M,0-20000
44580,10300,2011000106280,0,18-34,M,0-20000
44581,10400,2011000106280,0,18-34,M,20000-40000
44582,10500,2011000106280,0,18-34,M,0-20000
44583,10601,2011000106280,0,18-34,M,0-20000
44584,10603,2011000106280,0,18-34,M,20000-40000
44585,10604,2011000106280,0,18-34,M,40000-80000
44586,10700,2011000106280,0,18-34,M,<=0
44587,10800,2011000106280,0,18-34,M,20000-40000
44588,10900,2011000106280,0,18-34,M,0-20000
44589,11000,2011000106280,0,18-34,M,0-20000
44590,11100,2011000106280,0,18-34,M,20000-40000
44591,301,2011000107552,0,35-64,F,20000-40000
44592,500,2011000107552,0,35-64,F,40000-80000
44593,800,2011000107552,0,35-64,F,0-20000
44594,901,2011000107552,0,35-64,F,<=0
44595,902,2011000107552,0,35-64,F,<=0
44596,1000,2011000107552,0,35-64,F,<=0
44597,1201,2011000107552,0,35-64,F,20000-40000
44598,1203,2011000107552,0,35-64,F,<=0
44599,1205,2011000107552,0,35-64,F,20000-40000
44600,1301,2011000107552,0,35-64,F,<=0
44601,1302,2011000107552,0,35-64,F,0-20000
44602,5300,2011000107552,0,35-64,F,20000-40000
44603,5401,2011000107552,0,35-64,F,40000-80000
44604,5500,2011000107552,0,35-64,F,20000-40000
44605,5600,2011000107552,0,35-64,F,0-20000
44606,5701,2011000107552,0,35-64,F,20000-40000
44607,10100,2011000107552,0,35-64,F,<=0
44608,10204,2011000107552,0,35-64,F,40000-80000
44609,10400,2011000107552,0,35-64,F,20000-40000
44610,10601,2011000107552,0,35-64,F,<=0
44611,10603,2011000107552,0,35-64,F,0-20000
44612,10700,2011000107552,0,35-64,F,<=0
44613,10800,2011000107552,0,35-64,F,0-20000
44614,10900,2011000107552,0,35-64,F,<=0
44615,11000,2011000107552,0,35-64,F,0-20000
44616,301,2011000107552,0,0-17,M,<=0
44617,500,2011000107552,0,0-17,M,<=0
44618,800,2011000107552,0,0-17,M,<=0
44619,901,2011000107552,0,0-17,M,<=0
44620,902,2011000107552,0,0-17,M,<=0
44621,1000,2011000107552,0,0-17,M,<=0
44622,1201,2011000107552,0,0-17,M,<=0
44623,1203,2011000107552,0,0-17,M,<=0
44624,1205,2011000107552,0,0-17,M,<=0
44625,1301,2011000107552,0,0-17,M,<=0
44626,1302,2011000107552,0,0-17,M,<=0
44627,5300,2011000107552,0,0-17,M,<=0
44628,5401,2011000107552,0,0-17,M,<=0
44629,5500,2011000107552,0,0-17,M,<=0
44630,5600,2011000107552,0,0-17,M,<=0
44631,5701,2011000107552,0,0-17,M,<=0
44632,10100,2011000107552,0,0-17,M,<=0
44633,10204,2011000107552,0,0-17,M,<=0
44634,10400,2011000107552,0,0-17,M,<=0
44635,10601,2011000107552,0,0-17,M,<=0
44636,10603,2011000107552,0,0-17,M,<=0
44637,10700,2011000107552,0,0-17,M,<=0
44638,10800,2011000107552,0,0-17,M,<=0
44639,10900,2011000107552,0,0-17,M,0-20000
44640,11000,2011000107552,0,0-17,M,<=0
44641,200,2011000109803,0,18-34,M,40000-80000
44642,301,2011000109803,0,18-34,M,<=0
44643,301,2011000109803,1,18-34,M,<=0
44644,302,2011000109803,0,18-34,M,40000-80000
44645,302,2011000109803,1,18-34,M,0-20000
44646,401,2011000109803,0,18-34,M,0-20000
44647,402,2011000109803,0,18-34,M,<=0
44648,500,2011000109803,0,18-34,M,0-20000
44649,500,2011000109803,1,18-34,M,0-20000
44650,700,2011000109803,0,18-34,M,40000-80000
44651,800,2011000109803,0,18-34,M,0-20000
44652,800,2011000109803,1,18-34,M,40000-80000
44653,901,2011000109803,0,18-34,M,0-20000
44654,901,2011000109803,1,18-34,M,20000-40000
44655,902,2011000109803,0,18-34,M,0-20000
44656,902,2011000109803,1,18-34,M,0-20000
44657,1000,2011000109803,0,18-34,M,100000+
44658,1000,2011000109803,1,18-34,M,<=0
44659,1100,2011000109803,0,18-34,M,0-20000
44660,1100,2011000109803,1,18-34,M,20000-40000
44661,1201,2011000109803,0,18-34,M,40000-80000
44662,1201,2011000109803,1,18-34,M,0-20000
44663,1203,2011000109803,0,18-34,M,0-20000
44664,1203,2011000109803,1,18-34,M,0-20000
44665,1204,2011000109803,0,18-34,M,0-20000
44666,1205,2011000109803,0,18-34,M,40000-80000
44667,1205,2011000109803,1,18-34,M,0-20000
44668,1206,2011000109803,0,18-34,M,<=0
44669,1301,2011000109803,0,18-34,M,0-20000
44670,1301,2011000109803,1,18-34,M,0-20000
44671,1302,2011000109803,0,18-34,M,0-20000
44672,1302,2011000109803,1,18-34,M,<=0
44673,1400,2011000109803,0,18-34,M,0-20000
44674,5300,2011000109803,0,18-34,M,40000-80000
44675,5300,2011000109803,1,18-34,M,0-20000
44676,5401,2011000109803,0,18-34,M,40000-80000
44677,5401,2011000109803,1,18-34,M,0-20000
44678,5402,2011000109803,0,18-34,M,80000-100000
44679,5500,2011000109803,0,18-34,M,0-20000
44680,5500,2011000109803,1,18-34,M,0-20000
44681,5600,2011000109803,0,18-34,M,0-20000
44682,5600,2011000109803,1,18-34,M,100000+
44683,5701,2011000109803,0,18-34,M,20000-40000
44684,5701,2011000109803,1,18-34,M,0-20000
44685,5702,2011000109803,0,18-34,M,<=0
44686,5800,2011000109803,0,18-34,M,0-20000
44687,5900,2011000109803,0,18-34,M,0-20000
44688,6000,2011000109803,0,18-34,M,0-20000
44689,10100,2011000109803,0,18-34,M,20000-40000
44690,10100,2011000109803,1,18-34,M,0-20000
44691,10204,2011000109803,0,18-34,M,40000-80000
44692,10204,2011000109803,1,18-34,M,<=0
44693,10300,2011000109803,0,18-34,M,20000-40000
44694,10400,2011000109803,0,18-34,M,20000-40000
44695,10400,2011000109803,1,18-34,M,0-20000
44696,10500,2011000109803,0,18-34,M,<=0
44697,10500,2011000109803,1,18-34,M,<=0
44698,10601,2011000109803,0,18-34,M,20000-40000
44699,10601,2011000109803,1,18-34,M,0-20000
44700,10603,2011000109803,0,18-34,M,20000-40000
44701,10603,2011000109803,1,18-34,M,<=0
44702,10604,2011000109803,0,18-34,M,40000-80000
44703,10700,2011000109803,0,18-34,M,0-20000
44704,10700,2011000109803,1,18-34,M,<=0
44705,10800,2011000109803,0,18-34,M,<=0
44706,10800,2011000109803,1,18-34,M,<=0
44707,10900,2011000109803,0,18-34,M,0-20000
44708,10900,2011000109803,1,18-34,M,0-20000
44709,10900,2011000109803,2,18-34,M,0-20000
44710,11000,2011000109803,0,18-34,M,<=0
44711,11000,2011000109803,1,18-34,M,0-20000
44712,11100,2011000109803,0,18-34,M,<=0
44713,200,2011000110745,0,35-64,F,40000-80000
44714,301,2011000110745,0,35-64,F,<=0
44715,302,2011000110745,0,35-64,F,0-20000
44716,401,2011000110745,0,35-64,F,<=0
44717,402,2011000110745,0,35-64,F,40000-80000
44718,500,2011000110745,0,35-64,F,20000-40000
44719,700,2011000110745,0,35-64,F,40000-80000
44720,800,2011000110745,0,35-64,F,<=0
44721,901,2011000110745,0,35-64,F,<=0
44722,902,2011000110745,0,35-64,F,20000-40000
44723,1000,2011000110745,0,35-64,F,0-20000
44724,1100,2011000110745,0,35-64,F,20000-40000
44725,1201,2011000110745,0,35-64,F,20000-40000
44726,1203,2011000110745,0,35-64,F,<=0
44727,1204,2011000110745,0,35-64,F,40000-80000
44728,1205,2011000110745,0,35-64,F,40000-80000
44729,1206,2011000110745,0,35-64,F,20000-40000
44730,1301,2011000110745,0,35-64,F,<=0
